reference,Count
22406_hyfB,1
16028_galE,1
21295_hisH,1
36414_rbsC,3
13348_fepB,1
21626_hisI,1
34918_purN,15
41928_ydiB,2
6746_cpsB,6
19726_gsiD,1
20809_hisC,5
16379_galU,5
9467_dgoK,5
38110_tdcG,3
31328_panB,27
29306_nnr,120
6516_cobT,2
5958_cirA,25
32127_phoE,17
4495_astD,4
13021_fepA,4
18269_glpB,5
21329_hisH,1
10995_entF,2
24868_lamB,6
10974_entF,2
6923_cpsB,2
31496_pbpC,2
34872_purN,75
5119_bioH,14
9302_dgoK,1
13240_fepB,2
38973_trpD,6
14269_fepG,1
38536_thiH,1
11295_exbD,1
35287_purT,1
8448_dadX,2
40820_wcaJ,3
39485_trxA,1
33988_purH,1
33628_purD,1
34598_purL,1
29773_nuoI,2
30783_oppC,1
27182_manA,4
22580_hyfE,5
36546_rsgA,2
34871_purN,15
31333_panB,5
4654_astE,1
25912_lptE,1
13901_fepD,11
41513_wrbA,2
12171_fadJ,1
26054_ltaE,2
13331_fepB,2
23596_kbl,1
14842_folK,1
27793_mhpF,2
8133_dacA,4
9278_dgoK,3
16014_galE,1
9074_dcuC,1
13413_fepB,4
22582_hyfE,2
7117_cpsB,1
41560_wzxE,25
38609_thrA,2
32873_pssA,18
36474_rpiB,1
14709_fhuE,3
1216_ansA,1
31927_pgpB,7
63_aceB,1
21162_hisF,1
40325_ugpQ,1
22501_hyfB,1
32808_psd,1
42999_zntA,3
18709_glsA,1
25230_ldtA,39
19777_gsiD,31
30001_ompC,1
40213_ugd,2
13571_fepD,6
24031_kdgK,10
27866_mobB,5
3165_aroB,1
31437_pbpC,2
39900_ugd,3
8166_dacA,1
21088_hisF,2
8540_dapB,1
37164_sodC,1
14404_fepG,45
2366_argE,16
12829_fecC,5
18491_glpK,1
15738_galE,2
28590_nanA,3
2901_arnE,1
6593_cobT,4
15696_galE,1
17495_ghrB,2
28678_nanA,2
37441_sucB,1
1922_argD,2
34646_purL,2
24400_kdsD,1
17044_gcl,15
29017_napH,4
9320_dgoK,9
6450_coaE,2
14673_fhuE,2
6107_citF,5
24611_kduD,1
1215_ansA,5
35483_putA,1
2248_argE,6
4201_astB,1
24110_kdgK,10
17815_glgB,1
17671_glcB,1
21383_hisH,6
14994_fumC,1
15074_fumC,4
3579_aroH,16
27398_metB,4
20272_hisA,2
16903_gatB,13
6435_coaE,1
41519_wzxE,6
23458_kbl,2
14470_fepG,2
4108_astB,4
21250_hisH,74
25834_lldD,6
4405_astD,2
21743_hisJ,2
38246_tehB,1
32467_preA,2
33256_psuK,1
26094_lysA,1
7877_cysJ,1
20110_hisA,2
27603_metC,2
22138_hscC,2
30859_oppF,21
19021_gnd,2
5701_cdh,4
33163_psuK,69
41377_wecB,1
9959_dsbC,5
30124_ompG,3
19005_gnd,3
1241_ansA,2
37348_solA,2
61_aceB,5
2497_argF,29
13572_fepD,1
26514_malX,1
27246_menC,2
5123_bioH,6
35175_purT,2
25401_ldtD,3
26919_malY,13
18010_glgX,1
38703_thrB,3
40539_wcaJ,2
18637_glpQ,167
34933_purR,5
16311_galE,2
21079_hisF,1
8755_dcuC,3
23856_kbl,3
32247_pldB,1
20929_hisD,50
11403_fabD,39
37364_solA,122
15349_gabD,1
16967_gatB,4
34721_purN,121
32618_preT,18
24383_kdsD,1
28333_mtgA,2
5585_btuD,3
7886_cysJ,10
9911_dsbC,4
20959_hisD,63
32720_preT,4
31855_pflD,1
21215_hisG,1
33227_psuK,3
19454_gpr,9
39258_trxA,5
7789_cysI,31
38062_tdcG,10
1826_aphA,1
16321_galE,2
26101_lysA,1
42266_yfcG,1
24272_kdsC,14
33780_purD,4
1852_aphA,1
33616_purD,3
18982_gnd,1
25849_lldD,2
32452_preA,6
13490_fepB,1
12893_fecE,1
8316_dacD,4
19116_gnd,4
34896_purN,6
24586_kduD,2
34445_purK,10
25980_lpxL,1
19787_gsiD,27
9813_dsbA,4
38866_trpD,1
13466_fepB,104
485_acrD,3
33508_purD,1
21294_hisH,1
6308_citX,42
20974_hisD,3
9625_dkgB,2
24832_kduD,27
19886_hchA,2
14246_fepG,1
26246_maeA,1
13284_fepB,3
4873_betB,4
36597_rutD,1
14175_fepG,5
14445_fepG,1
16302_galE,1
15356_gabD,2
24989_ldcA,8
33615_purD,1
21393_hisH,9
25686_leuD,2
33078_psuG,2
29696_nudK,2
42611_ygaP,2
22563_hyfC,15
21715_hisJ,8
37011_serC,1
5993_citD,100
30642_oppC,25
38281_tehB,1
1559_aphA,1
19811_gudD,11
17349_ghrA,1
19581_gsiC,4
41468_wecE,1
22566_hyfC,5
3413_aroD,1
10058_dsbG,5
17924_glgX,3
17952_glgX,3
25805_lldD,42
7852_cysI,1
19918_hchA,4
2450_argF,65
17737_glgA,9
3616_aroK,1
11797_fadB,49
6_accD,2
30956_oppF,1
25511_leuB,26
19879_hchA,2
33665_purD,23
27547_metC,1
6868_cpsB,1
14391_fepG,4
9692_dkgB,27
28257_msrA,3
10247_dsdA,1
23099_ilvA,2
23188_ilvI,1
14560_fhuE,1
24017_kdgK,1
312_acnA,1
31035_oppF,1
41741_ybcF,7
5091_bioH,13
25107_ldcC,1
3874_aroK,5
27032_manA,1
39028_trpD,13
5070_bioH,3
29504_nrdF,2
2518_arnA,1
14660_fhuE,1
12443_fecA,5
33052_psuG,1
5124_bioH,10
2436_argF,44
33851_purD,14
33852_purD,9
15616_galE,1
15615_galE,1
1624_aphA,5
32375_ppc,2
9174_dcyD,3
12502_fecA,1
11996_fadJ,88
33321_psuK,1
40355_ugpQ,3
2517_arnA,3
2385_argE,1
6452_coaE,1
2411_argF,14
8728_dcuC,2
21460_hisH,1
40361_ugpQ,1
15608_galE,4
19029_gnd,1
37900_tauC,32
2733_arnB,9
12769_fecC,1
20797_hisC,2
20859_hisC,2
29439_norW,3
13641_fepD,7
20834_hisC,1
36176_rbsC,2
12927_fecE,3
13165_fepB,7
5176_bisC,1
25457_ldtE,74
16146_galE,4
8950_dcuC,1
31002_oppF,3
35360_purT,2
26353_maeB,1
17958_glgX,2
3071_arnT,1
7154_cpsB,1
2414_argF,37
36672_rutD,1
39494_trxA,52
14925_frdC,3
40707_wcaJ,1
36794_rutD,1
36793_rutD,2
42916_yigL,2
30551_oppC,1
32117_phnP,3
14483_fepG,4
2004_argD,1
28725_nanA,4
37370_solA,2
1135_ansA,2
2512_arnA,2
39519_trxA,1
42255_yfcG,2
24842_kduD,3
23488_kbl,1
5843_cirA,5
16698_garR,1
19895_hchA,1
5290_bisC,1
19018_gnd,2
2496_argF,70
17137_gcvP,1
31764_pfkB,4
12808_fecC,1
6486_cobT,1
15265_gabD,1
16368_galE,1
28584_nanA,3
4290_astC,1
11010_entF,1
25924_lpxH,2
36364_rbsC,2
18207_gloA,113
23638_kbl,1
13949_fepD,8
33531_purD,56
11795_fadB,55
39668_tyrA,3
41404_wecE,6
17791_glgB,11
25585_leuB,1
33009_psuG,35
14354_fepG,1
37556_sucD,5
13400_fepB,1
24819_kduD,4
8378_dadX,1
26441_malX,4
40643_wcaJ,4
19237_gnd,6
3495_aroH,90
42477_yfdR,1
13733_fepD,13
31513_pbpC,7
9462_dgoK,3
24296_kdsC,3
34537_purL,2
17946_glgX,1
33138_psuG,1
25156_ldhA,7
25157_ldhA,1
21127_hisF,1
19433_gnd,1
36521_rpiB,1
11757_fadB,10
14187_fepG,2
34812_purN,1
1631_aphA,2
15570_gadA,1
10123_dsdA,4
15698_galE,1
4904_betB,97
9197_dcyD,14
17118_gcvH,5
30792_oppC,11
29324_nnr,5
30849_oppF,1
32466_preA,1
12166_fadJ,1
37275_solA,4
42221_yfcG,7
9386_dgoK,3
2635_arnA,1
39584_tyrA,8
32561_preA,1
16813_gatB,1
12253_fadJ,1
5334_btuB,2
10709_dsdA,1
15247_gabD,1
24121_kdgK,5
24120_kdgK,2
28810_nanA,2
24978_ldcA,2
9972_dsbC,2
23514_kbl,2
37246_solA,12
19597_gsiC,25
35043_purT,57
10865_entB,2
32183_phoE,1
31809_pfkB,2
20648_hisC,1
23261_katE,5
516_acrD,1
12161_fadJ,1
42792_yiaM,2
25586_leuB,3
38551_thiH,36
24834_kduD,1
18774_gltA,28
5863_cirA,7
31580_pck,1
17882_glgP,2
40031_ugd,2
21529_hisI,1
15097_fumC,1
28116_mqo,64
32986_psuG,85
1873_aphA,1
21427_hisH,3
6331_clsB,2
33432_purD,14
40198_ugd,1
19510_gsiC,5
29909_nuoI,7
38911_trpD,4
29498_nrdF,1
7446_cusC,1
42360_yfcG,3
26475_malX,11
1439_ansB,1
17120_gcvH,5
26765_malX,2
42850_yiaM,8
7308_cusC,3
14714_fhuE,2
32766_proB,12
23426_kbl,5
8089_cysN,1
2087_argE,4
1858_aphA,3
13788_fepD,2
10355_dsdA,4
31616_pdxJ,2
9310_dgoK,55
38327_thiD,1
38362_thiD,5
20008_hchA,1
42785_yiaM,1
36439_rihC,1
31879_pgl,19
39759_ubiE,114
40505_wcaJ,2
24567_kdsD,3
12334_fadL,2
24091_kdgK,2
26744_malX,2
34401_purK,1
35075_purT,48
27533_metC,1
13649_fepD,2
39557_trxA,4
37621_sufS,3
10129_dsdA,5
1825_aphA,2
14990_fumC,1
22875_hyfJ,1
28760_nanA,1
33039_psuG,3
35352_purT,2
36387_rbsC,1
13351_fepB,1
13695_fepD,11
34486_purL,21
12750_fecC,6
14065_fepD,1
19456_gpr,6
32881_pssA,4
15002_fumC,1
32315_potC,1
5994_citD,3
3194_aroB,15
21992_hisQ,2
10494_dsdA,2
21646_hisI,5
11687_fadB,1
19656_gsiC,3
21721_hisJ,29
34900_purN,35
40923_wcaJ,1
20542_hisB,5
19513_gsiC,1
39583_tyrA,7
4404_astD,2
33303_psuK,2
3233_aroB,1
39585_tyrA,3
28593_nanA,1
28060_mqo,6
10294_dsdA,1
17437_ghrA,1
41942_ydiB,1
35984_pyrE,2
37540_sucC,2
18148_glnA,26
38789_tktB,4
29213_nhoA,1
22289_hyfA,1
24319_kdsC,17
35372_purT,6
28537_murG,5
6709_cpsB,3
14276_fepG,1
22264_hyfA,2
4199_astB,1
37397_sseA,1
9699_dkgB,3
35422_purT,2
7251_csdA,1
29739_nudK,1
26447_malX,1
33001_psuG,56
4907_betB,1
19049_gnd,69
26743_malX,1
2432_argF,24
43048_murA,2
30942_oppF,6
5660_caiC,5
40577_wcaJ,1
21776_hisJ,2
550_acrD,334
10279_dsdA,2
28123_mqo,53
12051_fadJ,1
29443_norW,2
13799_fepD,1
19058_gnd,1
20412_hisB,3
33044_psuG,4
25720_leuD,1
25617_leuD,2
8640_dcuC,1
33102_psuG,1
7431_cusC,1
26301_maeA,22
14487_fepG,3
19531_gsiC,6
19545_gsiC,4
7515_cusC,1
42188_yfbR,1
31697_pfkB,1
22825_hyfH,1
34504_purL,14
27694_metQ,1
25237_ldtA,38
23599_kbl,1
10666_dsdA,11
30143_ompL,3
28012_mqo,2
14746_folK,1
29671_nrfD,1
38488_thiH,1
40079_ugd,1
33929_purH,4
41615_wzxE,3
2989_arnT,66
18209_gloA,90
24317_kdsC,2
24176_kdgK,8
38671_thrA,3
3589_aroK,49
3588_aroK,47
27923_mqo,2
22377_hyfA,2
28671_nanA,3
6759_cpsB,4
40703_wcaJ,1
12065_fadJ,3
31648_pdxJ,1
38964_trpD,1
32549_preA,1
5035_bioH,2
5174_bioH,6
30103_ompG,4
40560_wcaJ,1
2453_argF,8
29065_narJ,76
28262_msrA,45
13364_fepB,2
39070_trpE,20
2215_argE,1
2141_argE,1
1169_ansA,1
38540_thiH,3
40621_wcaJ,1
3629_aroK,2
35183_purT,1
41877_ycjG,18
27980_mqo,2
24915_ldcA,1
5586_btuD,1
26747_malX,3
13230_fepB,1
10830_edd,1
4028_aspA,2
22086_hscC,3
18769_glsB,1
34000_purH,10
16513_garK,3
27171_manA,1
21035_hisD,2
22974_icd,1
17266_gdhA,1
31263_pabB,11
19669_gsiD,15
17894_glgP,2
13668_fepD,3
36485_rpiB,1
7924_cysJ,39
11638_fadA,2
34883_purN,4
19284_gnd,4
14858_folK,60
7601_cusC,45
26089_lysA,3
42684_yiaM,105
23378_kbl,6
23652_kbl,2
33781_purD,50
7548_cusC,6
21224_hisG,1
30872_oppF,1
3111_arnT,5
28371_mtgA,1
23407_kbl,2
1483_ansB,1
20385_hisB,1
10756_eda,3
42960_yjjX,1
19444_gnd,2
30786_oppC,9
3420_aroD,1
17837_glgC,1
11442_fabD,2
41096_wcaJ,2
38328_thiD,1
25444_ldtE,91
18513_glpK,1
2207_argE,1
27681_metQ,1
38691_thrA,17
12537_fecC,2
9183_dcyD,75
25786_lipA,38
41792_ycjG,1
20970_hisD,2
26737_malX,3
35069_purT,5
12200_fadJ,1
7391_cusC,6
32090_phnH,1
36668_rutD,9
42782_yiaM,3
31188_oppF,2
35641_putA,1
3525_aroH,2
38625_thrA,50
15845_galE,1
40393_ushA,5
33743_purD,1
33745_purD,1
34267_purH,2
34414_purK,6
8735_dcuC,3
28729_nanA,1
5027_bioH,1
11786_fadB,2
9029_dcuC,2
20403_hisB,5
41685_wzxE,3
42739_yiaM,1
42949_yjjX,55
21026_hisD,32
38424_thiH,2
23061_icd,1
6533_cobT,1
2669_arnB,3
11902_fadI,3
30228_ompN,8
8_accD,1
26583_malX,2
3168_aroB,7
13980_fepD,1
27620_metC,11
27592_metC,3
18978_gnd,1
41878_ycjG,72
36753_rutD,1
25238_ldtA,35
38972_trpD,5
36932_sad,24
4984_betB,1
9953_dsbC,1
40010_ugd,1
28246_msrA,1
10424_dsdA,10
11334_exbD,16
39337_trxA,2
8028_cysN,4
522_acrD,1
36524_rpiB,6
37374_solA,2
10066_dsbG,1
26331_maeB,1
27784_mhpF,5
31885_pgl,2
42480_yfdR,3
34142_purH,2
11065_eptB,2
9722_dsbA,5
36122_pyrF,6
17556_glcB,16
41066_wcaJ,3
20192_hisA,4
6487_cobT,2
31057_oppF,5
30348_oppA,5
2964_arnT,2
2630_arnA,1
21249_hisH,20
36342_rbsC,2
7241_csdA,1
40245_ugd,2
24347_kdsD,49
16261_galE,2
33702_purD,2
33526_purD,1
17978_glgX,4
12632_fecC,2
20547_hisB,14
36347_rbsC,1
3412_aroD,1
39052_trpE,1
12308_fadL,1
17862_glgP,6
7245_csdA,3
14459_fepG,2
5976_cirA,3
22839_hyfH,8
40948_wcaJ,3
34248_purH,1
23500_kbl,5
32399_ppc,1
1364_ansA,1
2228_argE,3
25871_lldD,11
42894_yieH,1
14817_folK,2
24261_kdgK,1
2498_argF,35
11396_fabD,2
5554_btuD,2
19847_gudD,13
16869_gatB,3
34024_purH,1
29438_norW,1
34841_purN,12
29023_napH,2
27953_mqo,1
24018_kdgK,9
1557_ansB,1
16186_galE,1
8796_dcuC,2
344_acnA,12
39765_ubiE,45
28549_murI,1
34458_purK,1
34769_purN,50
17767_glgA,1
2193_argE,1
1391_ansA,1
10907_entB,9
14924_frdC,2
20540_hisB,22
9543_dkgA,6
15214_gabD,1
38634_thrA,11
34348_purH,4
14193_fepG,2
41686_wzxE,1
14692_fhuE,3
18345_glpC,1
4538_astD,131
16505_garK,1
16223_galE,3
26866_malX,5
12273_fadJ,3
34761_purN,1
22885_hyfJ,15
7126_cpsB,1
12432_fecA,3
29368_norV,2
10667_dsdA,13
38318_thiD,3
7698_cysC,1
39747_ubiE,1
39241_trxA,2
2858_arnB,35
12999_fecE,1
11497_fabD,1
18335_glpC,2
11368_exbD,1
19962_hchA,1
17000_gatB,8
25344_ldtD,1
34910_purN,108
1263_ansA,2
5280_bisC,3
40763_wcaJ,2
6987_cpsB,2
24297_kdsC,7
1205_ansA,3
13376_fepB,2
27326_mepA,1
31875_pflD,1
24897_ldcA,1
36873_rutF,4
40007_ugd,3
21738_hisJ,1
22724_hyfE,2
21870_hisM,4
19619_gsiC,12
42925_yihU,43
3529_aroH,4
38525_thiH,1
36605_rutD,1
30854_oppF,1
840_ampD,1
19817_gudD,19
36169_rbsC,1
16098_galE,1
25516_leuB,1
17861_glgP,9
10910_entB,6
25879_lnt,1
38761_thrC,1
38747_thrC,1
13660_fepD,1
20386_hisB,4
34526_purL,3
35325_purT,1
40174_ugd,2
9461_dgoK,3
22165_hycD,4
12849_fecC,2
9956_dsbC,1
30132_ompG,6
20499_hisB,4
19594_gsiC,1
30267_ompN,5
11254_exbD,3
10934_entB,4
28294_msrC,2
4617_astE,2
29550_nrdG,1
34649_purL,3
20993_hisD,1
17777_glgB,40
27589_metC,3
7494_cusC,3
32341_potC,3
23175_ilvE,11
34889_purN,133
7827_cysI,13
18331_glpC,2
15988_galE,1
17006_gatB,1
4384_astC,4
9901_dsbC,63
24300_kdsC,4
33605_purD,7
20546_hisB,1
16375_galU,1
23222_ilvI,1
6869_cpsB,1
3266_aroB,1
19857_hchA,31
38976_trpD,3
34797_purN,39
24884_lamB,4
25520_leuB,4
16857_gatB,4
24345_kdsD,32
6639_cpdB,5
18428_glpK,1
28735_nanA,3
32795_psd,1
9382_dgoK,2
30924_oppF,3
36166_rbsC,2
31482_pbpC,1
37827_tauC,2
36744_rutD,4
22035_hmp,9
18797_gltB,1
22295_hyfA,2
5125_bioH,6
30467_oppC,7
29787_nuoI,6
27149_manA,1
4263_astC,1
31309_pagP,95
34387_purH,1
38784_thrC,2
24242_kdgK,3
26295_maeA,131
39005_trpD,4
41455_wecE,2
13361_fepB,3
14961_frdD,5
26651_malX,3
1994_argD,1
18785_gltB,2
38199_tdcG,3
23858_kbl,1
18523_glpQ,3
33828_purD,3
13777_fepD,3
31854_pflD,3
34571_purL,3
12668_fecC,9
37753_tauC,1
31168_oppF,1
7337_cusC,1
74_aceB,5
39264_trxA,7
35940_pyrE,7
4265_astC,5
15420_gabD,1
34105_purH,1
8428_dadX,3
20765_hisC,2
4923_betB,2
6744_cpsB,1
29215_nikC,2
29936_nuoJ,1
24443_kdsD,1
35119_purT,1
3358_aroD,1
1677_aphA,1
22285_hyfA,3
16999_gatB,8
14859_folK,58
8655_dcuC,1
20411_hisB,5
1433_ansB,1
35215_purT,1
22092_hscC,2
6679_cpsB,2
29064_narJ,63
38804_torY,3
632_aldA,1
26361_maeB,2
6302_citX,4
24663_kduD,1
11787_fadB,1
33337_psuK,2
19890_hchA,1
41902_ydfG,2
33660_purD,21
38480_thiH,1
39839_ugd,6
6776_cpsB,3
1668_aphA,6
11525_fabD,1
33056_psuG,3
35209_purT,2
2991_arnT,1
25164_ldtA,1
15693_galE,1
13605_fepD,2
29379_norV,1
7371_cusC,1
23544_kbl,2
21081_hisF,1
32022_pgpB,2
38864_trpD,1
13191_fepB,1
33454_purD,1
41420_wecE,1
12519_fecA,4
34782_purN,47
28493_mtn,3
24277_kdsC,1
30076_ompF,30
2064_argD,2
14335_fepG,2
26996_manA,23
18716_glsA,8
7784_cysH,2
19183_gnd,1
10096_dsdA,54
31620_pdxJ,2
43022_zwf,1
3865_aroK,1
5742_chiP,1
27783_mhpF,2
39724_ubiE,1
13988_fepD,2
34334_purH,49
10992_entF,4
40931_wcaJ,1
10168_dsdA,2
12509_fecA,3
24215_kdgK,1
26166_lysA,1
297_acnA,1
24240_kdgK,1
41371_wecB,2
31265_pagP,2
20548_hisB,25
5074_bioH,4
41001_wcaJ,1
27647_metF,87
7503_cusC,2
7504_cusC,1
30392_oppA,2
9700_dmlA,21
31506_pbpC,1
41209_wcaJ,1
6287_citX,1
11311_exbD,5
27303_mepA,1
6410_coaE,1
22837_hyfH,3
17881_glgP,1
6810_cpsB,1
19532_gsiC,2
5065_bioH,4
4713_atpH,2
34275_purH,1
11056_epmB,2
1572_aphA,1
16382_galU,3
40176_ugd,1
17095_gcl,44
2434_argF,18
13570_fepD,9
16764_garR,6
42486_yfdR,1
17019_gatB,2
33643_purD,1
41576_wzxE,1
1469_ansB,5
14297_fepG,1
41287_wcaJ,2
20541_hisB,25
29043_narJ,57
11898_fadI,1
17755_glgA,1
36486_rpiB,2
20879_hisC,1
3609_aroK,1
16336_galE,1
17912_glgP,1
10132_dsdA,1
32173_phoE,1
39750_ubiE,2
27157_manA,3
18743_glsA,2
30753_oppC,2
18089_glmM,2
41348_wcaJ,2
29670_nrfD,1
40670_wcaJ,6
35531_putA,2
22255_hycD,2
32775_proB,1
43049_murA,1
33374_psuK,3
4698_atpH,1
27190_manA,1
12368_fadL,2
22266_hyfA,4
25224_ldtA,1
37308_solA,1
21323_hisH,3
23144_ilvD,3
8130_dacA,2
7560_cusC,1
7561_cusC,1
15173_gabD,6
34501_purL,2
8490_dapA,1
5762_chiP,2
39046_trpE,1
37125_sodC,4
7261_csdA,3
38192_tdcG,10
28539_murG,1
1400_ansA,2
37266_solA,1
27117_manA,1
4785_betB,1
4023_aspA,1
4134_astB,2
28380_mtn,27
17473_ghrB,2
27871_mobB,1
5251_bisC,2
10958_entF,6
41022_wcaJ,1
37365_solA,5
34517_purL,1
29525_nrdG,1
31055_oppF,1
28843_nanA,6
37159_sodC,1
38264_tehB,5
6140_citF,5
33633_purD,2
38131_tdcG,1
24865_lamB,32
24864_lamB,2
38842_trpC,3
27257_menC,9
17911_glgP,1
12796_fecC,63
21773_hisJ,1
2418_argF,47
24595_kduD,2
13062_fepA,44
6640_cpdB,3
27280_menH,1
19039_gnd,1
10135_dsdA,2
13749_fepD,1
17770_glgA,7
13720_fepD,1
8231_dacD,1
39230_trxA,8
33157_psuK,1
14447_fepG,1
40139_ugd,1
2532_arnA,1
37386_sseA,1
29698_nudK,1
29699_nudK,1
37647_talA,3
17086_gcl,1
16610_garK,2
37881_tauC,1
22888_hyfJ,3
23605_kbl,18
30668_oppC,1
39379_trxA,15
36918_sad,5
36607_rutD,3
33057_psuG,4
38612_thrA,7
34547_purL,4
2531_arnA,1
25082_ldcC,2
32547_preA,2
29037_narJ,1
16308_galE,3
12387_fadL,3
12025_fadJ,1
13005_fepA,1
39940_ugd,5
42861_yiaY,30
282_acnA,1
37563_sufS,1
30140_ompG,9
39190_trxA,1
31061_oppF,2
40950_wcaJ,1
41635_wzxE,2
28000_mqo,1
17135_gcvP,13
20628_hisC,2
29008_napH,1
14566_fhuE,4
15209_gabD,1
31425_panB,6
37716_tauC,30
5087_bioH,2
10009_dsbG,1
17153_gcvP,7
29952_nuoJ,2
27410_metB,1
24752_kduD,2
39954_ugd,1
19558_gsiC,2
34752_purN,23
30130_ompG,9
30493_oppC,3
15495_gabT,1
29644_nrfC,2
9672_dkgB,2
32936_pstA,6
29809_nuoI,35
14442_fepG,2
29985_ompA,1
4075_aspC,1
18285_glpC,1
3141_aroA,25
21747_hisJ,1
42518_yfdR,1
30081_ompF,40
2188_argE,1
25506_leuB,34
21943_hisQ,3
5952_cirA,8
34462_purK,2
12189_fadJ,1
39399_trxA,2
41296_wcaJ,1
20023_hchA,1
26618_malX,1
4491_astD,1
6901_cpsB,4
3023_arnT,2
41913_ydiB,3
6948_cpsB,14
2950_arnF,1
7933_cysK,2
20939_hisD,1
36488_rpiB,4
17444_ghrA,4
26315_maeA,2
33937_purH,1
32773_proB,47
10982_entF,1
38132_tdcG,1
20444_hisB,5
815_alr,3
38225_tehB,29
19050_gnd,1
20455_hisB,1
1145_ansA,57
5449_btuB,1
32250_pldB,6
12902_fecE,4
28129_mqo,2
31573_pck,23
37300_solA,1
10735_eda,1
34680_purL,1
34868_purN,1
34735_purN,6
28727_nanA,1
0_accA,15
32468_preA,29
12573_fecC,1
12528_fecC,1
40499_wcaJ,1
36948_sdaA,1
13287_fepB,2
23264_katE,1
23660_kbl,4
27735_mgsA,2
30423_oppA,1
24245_kdgK,1
32078_pheA,9
33778_purD,1
35121_purT,7
33184_psuK,4
2597_arnA,5
6721_cpsB,2
10361_dsdA,1
11451_fabD,1
29387_norV,1
40485_wcaJ,3
25195_ldtA,2
39977_ugd,1
6645_cpdB,2
2817_arnB,2
29244_nnr,5
34745_purN,3
7064_cpsB,2
33913_purE,5
28846_nanA,2
30923_oppF,4
8561_dapE,6
2410_argF,17
10871_entB,2
6129_citF,2
41047_wcaJ,7
16045_galE,3
11260_exbD,21
11272_exbD,1
17688_glcB,1
6906_cpsB,3
29255_nnr,3
8750_dcuC,1
24396_kdsD,1
36588_rutD,2
1619_aphA,2
8010_cysN,46
2911_arnE,2
14964_frdD,120
35440_purT,1
27200_manA,2
20572_hisB,1
24085_kdgK,10
22107_hscC,1
23988_kdgK,2
37573_sufS,29
39641_tyrA,2
15007_fumC,1
2474_argF,3
29039_narJ,1
27467_metC,63
36512_rpiB,3
14398_fepG,1
14877_folK,2
6183_citF,2
517_acrD,1
33896_purD,27
33344_psuK,9
18495_glpK,7
4180_astB,1
10394_dsdA,2
20707_hisC,1
20714_hisC,1
3009_arnT,1
7837_cysI,1
14966_ftsW,1
21403_hisH,3
779_alr,1
23134_ilvD,3
36857_rutD,1
11404_fabD,47
11344_exbD,1
26992_manA,4
16033_galE,3
13241_fepB,5
23468_kbl,3
23467_kbl,1
8222_dacD,1
9054_dcuC,2
24343_kdsD,1
14255_fepG,5
29323_nnr,6
1248_ansA,1
2086_argE,1
19446_gnd,4
1165_ansA,5
1167_ansA,1
3026_arnT,1
10404_dsdA,2
34523_purL,1
25502_leuB,1
8721_dcuC,1
21601_hisI,3
25573_leuB,2
24149_kdgK,4
23931_kbl,3
6692_cpsB,1
27243_menC,3
35833_pyrE,4
41205_wcaJ,2
14021_fepD,9
36909_sad,1
4979_betB,12
6949_cpsB,4
10763_eda,2
1019_anmK,4
7056_cpsB,13
19701_gsiD,1
8438_dadX,14
19349_gnd,1
39740_ubiE,4
3942_asnA,1
10167_dsdA,35
21478_hisH,2
38240_tehB,42
6251_citF,10
25559_leuB,1
2097_argE,3
25917_lptE,1
41274_wcaJ,13
32149_phoE,1
28591_nanA,2
35057_purT,1
246_acnA,9
34561_purL,22
36858_rutD,3
20468_hisB,1
31031_oppF,1
17649_glcB,25
9362_dgoK,2
10689_dsdA,2
20210_hisA,5
38406_thiH,9
18494_glpK,1
19824_gudD,2
2685_arnB,4
9196_dcyD,16
17247_gcvT,18
33072_psuG,3
40477_wcaJ,13
24416_kdsD,2
15553_gadA,1
41806_ycjG,5
33288_psuK,1
142_aceB,1
18287_glpC,1
20071_hisA,10
17807_glgB,1
17806_glgB,1
40354_ugpQ,6
26257_maeA,2
33668_purD,1
22184_hycD,3
39840_ugd,3
41193_wcaJ,11
1268_ansA,41
22410_hyfB,22
12257_fadJ,4
33478_purD,2
776_allE,11
5129_bioH,1
16768_garR,1
27261_menH,3
29837_nuoI,1
40839_wcaJ,2
6511_cobT,9
21161_hisF,2
24878_lamB,2
35868_pyrE,1
14603_fhuE,2
16412_galU,1
3522_aroH,1
34229_purH,7
15924_galE,1
39363_trxA,2
30506_oppC,1
13910_fepD,6
28624_nanA,3
41302_wcaJ,5
42009_yeaE,1
13024_fepA,2
35068_purT,6
2681_arnB,2
34306_purH,1
21451_hisH,6
41372_wecB,3
10285_dsdA,1
35939_pyrE,1
26194_maeA,1
33294_psuK,8
29686_nrfD,1
17889_glgP,2
14123_fepG,11
32083_pheA,7
6385_coaE,2
6102_citF,3
5571_btuD,1
2431_argF,3
16410_galU,4
7362_cusC,1
13935_fepD,1
7725_cysE,1
41265_wcaJ,2
27134_manA,1
28551_murI,1
28331_mtgA,1
21605_hisI,1
19097_gnd,1
34625_purL,6
37968_tauC,2
21319_hisH,1
30802_oppC,6
21467_hisH,1
8279_dacD,1
2795_arnB,1
34595_purL,1
24050_kdgK,8
22550_hyfC,1
21485_hisH,4
5535_btuD,2
24587_kduD,4
2433_argF,34
20754_hisC,1
25392_ldtD,3
20020_hchA,1
15720_galE,1
3144_aroA,20
11816_fadE,3
11813_fadE,3
2357_argE,1
32938_pstA,1
32937_pstA,1
15727_galE,1
255_acnA,1
11542_fabD,1
10554_dsdA,1
